geo,text,user
,I also think Amit Shah won't let Yogi ji rise. So wont be surprised if Yogi Adityanath looses.,moderateright
,"RT @i_Abhishek4BJP: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#UP_को_योगी_पसंद_है https://t.co/U0YxCV5Ige",Naveenindiabjp
,"RT @NH_India: #SubhavatiShukla, wife of late Upendra Shukla, #BJP’s candidate for 2018 Lok Sabha by-election from #Gorakhpur, may be fielde…",an_mukherjee
,"RT @timesofindia: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad,…",vipinthapa26
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",ImraghavDeepak
,"#AkhileshYadav responds after #YogiAdityanath slams Samajwadi Party over free electricity promise

#UPElections2022 
https://t.co/8yCT74LgQU",FinancialXpress
,RT @Newsbox_India: Samajwadi Party should be ready for another embarrassing defeat : says CM Yogi Adityanath. https://t.co/6HoMZgmYmy,Momudin_Popuut
,"RT @ItsAjay_LD: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#हिंदुओं_की_आवाज_योगी

@YogiDevnath2 https://t.co/cIqD…",JayeshKadia5
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",BoseBhagatAzadd
,"RT @ItsAjay_LD: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#हिंदुओं_की_आवाज_योगी

@YogiDevnath2 https://t.co/cIqD…",tripathiarun123
,"RT @ItsAjay_LD: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#हिंदुओं_की_आवाज_योगी

@YogiDevnath2 https://t.co/cIqD…",ChandanBYM
,RT @NewsArenaIndia: Yogi Adityanath : Samajwadi Party should be ready for an embarrassing defeat on 10th March.,vvvikhu
,RT @bjpvnsmahanagar: while in Yogi Adityanath government established rule of law in Uttar Pradesh in last 4 years? #दंगा_प्रेमी_सपा,AbhishekG656
,"RT @i_Abhishek4BJP: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#UP_को_योगी_पसंद_है https://t.co/U0YxCV5Ige",Shashan56823658
,RT @NewsArenaIndia: Yogi Adityanath : Samajwadi Party should be ready for an embarrassing defeat on 10th March.,MeraBharatMah
,"@rajudasayodhay Nobody can be perfect..
But Mr. Yogi Adityanath is much better leader than anyone else..",Saurabh51798670
,"RT @NH_India: #SubhavatiShukla, wife of late Upendra Shukla, #BJP’s candidate for 2018 Lok Sabha by-election from #Gorakhpur, may be fielde…",DrNareshJohri
,"#SubhavatiShukla, wife of late Upendra Shukla, #BJP’s candidate for 2018 Lok Sabha by-election from #Gorakhpur, may… https://t.co/1EpoUAzf0y",NH_India
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",Introverthack
,"RT @SwarajyaMag: 'They Were Dreaming of Making Kashmir Here Through Kairana': UP CM Yogi Adityanath

https://t.co/olf1JYkLYY",SAMPALIND
,RT @iamFirki: rarely watch political stuff but yday watched lallantop interview of yogi adityanath and i clearly found yogi's clarity of th…,Pingal_Ravi_
,RT @ANINewsUP: Did you get electricity during the Samajwadi govt? Today they are saying they will give 300 units free but if electricity wi…,ashwaniattrish
,"RT @timesofindia: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad,…",mohitsmartlove
,"RT @isaifpatel: Hi @navikakumar - I challenge you to ask the following questions to Yogi Adityanath or any BJP MP/MLA for that matter:

1-…",RealWinner0601
,"RT @ItsAjay_LD: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#हिंदुओं_की_आवाज_योगी

@YogiDevnath2 https://t.co/cIqD…",Indigen_Apsara
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",GourabD85256837
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",ABCBharatMata
,"RT @timesofindia: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad,…",saifullah13690
,"RT @isaifpatel: Hi @navikakumar - I challenge you to ask the following questions to Yogi Adityanath or any BJP MP/MLA for that matter:

1-…",UmerBlue
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",ad5fcf1cf35a44a
,RT @NewsArenaIndia: Yogi Adityanath : Samajwadi Party should be ready for an embarrassing defeat on 10th March.,chintan_p80
,RT @RavinderKapur2: @SupriyaShrinate  says in the name of employment and inflation the centre in Delhi and Yogi Adityanath in UP have faile…,sarahmarb
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",ambujawasthi
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",amit2006pbs
,"RT @timesofindia: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad,…",_2Sure
,"And if there is any remedy for these two, then it is the Chief Minister of Uttar Pradesh, Shri Yogi Adityanath ji. https://t.co/eKp03qok7B",Virendr18196558
,RT @iamFirki: rarely watch political stuff but yday watched lallantop interview of yogi adityanath and i clearly found yogi's clarity of th…,iam_shimorekato
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",AmanKum94496979
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",NitinRss
,@timesofindia @Uppolice @SpokespersonECI @ECISVEEP why shouldn't file a F.I.R against U.P CM Yogi Adityanath… https://t.co/qPAeaRy1J2,manojarkr
,RT @NewsArenaIndia: Yogi Adityanath : Samajwadi Party should be ready for an embarrassing defeat on 10th March.,Neelakandan_22
,"RT @AnkitIndiaReal: Yogi Adityanath's big attack on Akhilesh Yadav's manifesto. 

CM said that those who talk about giving 'electricity' fo…",JAIRAMKHEMKA
,RT @iamFirki: rarely watch political stuff but yday watched lallantop interview of yogi adityanath and i clearly found yogi's clarity of th…,realrpsingh
,RT @ChiriyaKhana: Yogi Adityanath might lose from Gorakhpur.,ItsYour_SB
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",PraveenUGowda2
,RT @NewsArenaIndia: Yogi Adityanath : Samajwadi Party should be ready for an embarrassing defeat on 10th March.,ASHISHRW9
,RT @iamFirki: rarely watch political stuff but yday watched lallantop interview of yogi adityanath and i clearly found yogi's clarity of th…,RMchetN
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",Gunwagh
,"RT @timesofindia: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad,…",AlokSin86370181
,"RT @ItsAjay_LD: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#हिंदुओं_की_आवाज_योगी

@YogiDevnath2 https://t.co/cIqD…",Santosh36992693
,RT @iamFirki: rarely watch political stuff but yday watched lallantop interview of yogi adityanath and i clearly found yogi's clarity of th…,ASTomarBJP
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",bhim_cse
,"RT @ItsAjay_LD: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#हिंदुओं_की_आवाज_योगी

@YogiDevnath2 https://t.co/cIqD…",iRajatverma12
,RT @NewsArenaIndia: Yogi Adityanath : Samajwadi Party should be ready for an embarrassing defeat on 10th March.,skiyer77
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",meetvora12
,"RT @isaifpatel: Hi @navikakumar - I challenge you to ask the following questions to Yogi Adityanath or any BJP MP/MLA for that matter:

1-…",abbashussain001
,RT @NewsArenaIndia: Yogi Adityanath : Samajwadi Party should be ready for an embarrassing defeat on 10th March.,sh_chopra
,"RT @ItsAjay_LD: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#हिंदुओं_की_आवाज_योगी

@YogiDevnath2 https://t.co/cIqD…",_Shiva108
,"RT @shantanug_: Received blessings at #Akshardham in #NewJersey from Sadhu Gnanmunidas. 

Bhagwan Swaminarayan took birth in Chhapaiya &amp; li…",avanish00
,"RT @i_Abhishek4BJP: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#UP_को_योगी_पसंद_है https://t.co/U0YxCV5Ige",Khadga_Charma
,"RT @isaifpatel: Hi @navikakumar - I challenge you to ask the following questions to Yogi Adityanath or any BJP MP/MLA for that matter:

1-…",iamlaksh_
,RT @ANINewsUP: Did you get electricity during the Samajwadi govt? Today they are saying they will give 300 units free but if electricity wi…,Aravindhapk
,"RT @ANINewsUP: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad, thi…",Priyesh38998365
,"RT @timesofindia: Uttar Pradesh Chief Minister Yogi Adityanath held a door to door election campaign in the Mohan Nagar area of Ghaziabad,…",Priyesh38998365
,RT @iamFirki: rarely watch political stuff but yday watched lallantop interview of yogi adityanath and i clearly found yogi's clarity of th…,__mukesh__verma
,"RT @isaifpatel: Hi @navikakumar - I challenge you to ask the following questions to Yogi Adityanath or any BJP MP/MLA for that matter:

1-…",khristi_wilson
,"RT @MinhazMerchant: #MOTN: When Modi retires to the Himalayas, who is best suited to be his successor as BJP’s prime ministerial candidate?…",vayakkattil
,"RT @i_Abhishek4BJP: That's Enough Reason For Hindus Why We Support Yogi Adityanath Ji 🙏

#UP_को_योगी_पसंद_है https://t.co/U0YxCV5Ige",ShivamS68031013
